t,x,ts,tf
0.269078125,0.388,0.99985754,0.99982315
0.62630625,0.6950000000000001,1.0424004,1.0842282
0.90775,0.211,3.0018814,3.3881369
0.8025499999999999,0.133,3.0602546,3.5474553
0.419859375,0.209,1.4716637,2.0562716
0.3369875,0.8290000000000001,0.9999365,0.9998318
0.864825,0.089,3.2733972,3.7379766
0.27018125,0.127,1.0102781,1.0699012
0.26585,0.749,0.9999971,1.0000591
0.692659375,0.472,1.5021006,1.7901162
0.6285062499999999,0.189,2.421188,3.0291538
0.9445375,0.321,2.6851091,3.0524812
0.9517625,0.514,2.0041022,2.3269196
0.279353125,0.098,1.0732013,1.5817025
0.606421875,0.665,1.0452304,1.0897081
0.1833874999999999,0.8190000000000001,1.0000287,1.0002017
0.286253125,0.792,0.9999762,1.0000029
0.53220625,0.092,2.4872568,3.4123542
0.4147781249999999,0.986,0.9997993,0.9995185
0.5724843749999999,0.104,2.5853064,3.4031193
0.3486062499999999,0.09,1.5712303,2.7878616
0.213515625,0.6990000000000001,1.0000293,1.000167
0.62045,0.652,1.063635,1.1230562
0.6998749999999999,0.374,1.8575481,2.255285
0.5399124999999999,0.424,1.2412591,1.4524755
0.20965625,0.758,1.0000212,1.000169
0.648984375,0.085,2.8691278,3.5992732
0.298265625,0.122,1.1243728,1.662412
0.266578125,0.159,1.0006955,1.0083538
0.5831031249999999,0.7020000000000001,1.0191206,1.0393345
0.074040625,0.642,1.0001438,1.0003247
0.1887843749999999,0.971,0.99999136,1.000176
0.877728125,0.8250000000000001,1.161694,1.2581811
0.5386875,0.23,1.9091917,2.5080357
0.2851999999999999,0.16,1.0202084,1.1134632
0.6878593749999999,0.478,1.4726546,1.750726
0.3496499999999999,0.105,1.515664,2.5904005
0.53579375,0.045,2.6360018,3.7168891
0.8522124999999999,0.331,2.4430065,2.8434916
0.8176718749999999,0.423,1.9989793,2.3663416
0.5878374999999999,0.657,1.0375249,1.0753902
0.5487,0.58,1.0521109,1.1048446
0.168375,0.047,0.99965376,0.99996626
0.3314781249999999,0.212,1.0869796,1.2958368
0.1637499999999999,0.938,1.0000241,1.0002183
0.8211718749999999,0.723,1.2163758,1.3519523
0.1062843749999999,0.655,1.0001225,1.0003068
0.1446093749999999,0.133,0.99978155,0.9998941
0.8216249999999999,0.657,1.329248,1.5154569
0.281134375,0.411,0.9998838,0.99983025
0.081365625,0.208,0.99987227,1.0000086
0.5421468749999999,0.467,1.165448,1.3167564
0.304809375,0.205,1.0289845,1.1268451
0.7044874999999999,0.53,1.3755215,1.6069388
0.340828125,0.248,1.0633998,1.1987519
0.8626468749999999,0.148,3.1215994,3.5508456
0.4214124999999999,0.474,1.0152252,1.0355674
0.278403125,0.886,0.9999465,1.0000122
0.1529937499999999,0.376,1.0000409,1.0002067
0.8629062499999999,0.705,1.3091897,1.4792075
0.8484218749999999,0.029,3.3413868,3.912077
0.1149187499999999,0.073,0.99966407,0.99968714
0.945503125,0.6980000000000001,1.4680333,1.6781092
0.4366624999999999,0.233,1.4558457,1.9762309
0.192159375,0.633,1.0000503,1.0002036
0.474425,0.676,1.001935,1.0035403
0.534203125,0.229,1.8955873,2.4971924
0.0744312499999999,0.144,0.9997575,0.9998441
0.909803125,0.739,1.3244203,1.4912965
0.5329999999999999,0.634,1.0188186,1.0385145
0.9357,0.594,1.7155414,1.9926112
0.4856656249999999,0.8240000000000001,0.9999495,0.99949485
0.0733124999999999,0.727,1.000149,1.0003359
0.7334031249999999,0.92,1.0170376,1.0306342
0.7792968749999999,0.757,1.1242408,1.2149885
0.611871875,0.398,1.5075593,1.8374889
0.1126781249999999,0.8230000000000001,1.0001011,1.0002978
0.7196531249999999,0.546,1.3702959,1.5954801
0.8255531249999999,0.21,2.8480027,3.2866776
0.5565781249999999,0.754,1.005223,1.0103108
0.2354343749999999,0.986,0.9999458,1.000091
0.1110218749999999,0.926,1.0000894,1.0002971
0.5275124999999999,0.838,1.0002372,1.0000646
0.7701781249999999,0.152,2.9360585,3.441155
0.2827968749999999,0.964,0.99991655,0.9999911
0.9118125,0.898,1.1329625,1.2018217
0.426765625,0.5760000000000001,1.0024586,1.0051564
0.29675625,0.318,0.99985343,1.0004884
0.3042343749999999,0.983,0.99989414,0.99993336
0.6986781249999999,0.7000000000000001,1.0962353,1.1760603
0.0069749999999999,0.768,1.0001926,1.0003744
0.911965625,0.374,2.4172118,2.7901733
0.734525,0.666,1.1761209,1.3023717
0.093215625,0.345,1.0000392,1.0002099
0.5317187499999999,0.431,1.2079256,1.3971533
0.144103125,0.19,0.9998703,1.000006
0.4570812499999999,0.6880000000000001,1.0007493,1.0009178
0.568659375,0.893,1.0004271,1.0004671
0.90420625,0.206,3.0121024,3.4008293
0.2602874999999999,0.045,1.0562974,1.7543049
0.91055625,0.588,1.6778889,1.9527173
0.580459375,0.879,1.0009615,1.0016761
0.2519499999999999,0.495,0.9999962,1.0000286
0.7790499999999999,0.903,1.0371875,1.063817
0.3866437499999999,0.6930000000000001,1.0000288,0.99970233
0.8700968749999999,0.646,1.4429654,1.6611912
0.052496875,0.77,1.0001675,1.0003546
0.0238968749999999,0.262,0.9998346,0.9999705
0.956071875,0.5670000000000001,1.8418453,2.1385727
0.6821937499999999,0.386,1.7594713,2.1408443
0.30955625,0.546,1.0000179,0.9998989
0.4671531249999999,0.279,1.416069,1.8369112
0.4945906249999999,0.971,0.9997792,0.9992215
0.2250031249999999,0.913,0.99997354,1.000121
0.03591875,0.811,1.0001845,1.0003743
0.4831968749999999,0.196,1.8271744,2.518155
0.6902437499999999,0.6950000000000001,1.0924741,1.1702212
0.44315625,0.02,2.3069224,3.8330154
0.3840999999999999,0.708,1.0000072,0.99968135
0.4460406249999999,0.139,1.9136904,2.8203607
0.125384375,0.589,1.0001086,1.0002882
0.74691875,0.103,3.03955,3.610063
0.26675625,0.447,0.9999486,0.9999261
0.41478125,0.298,1.1776783,1.4218969
0.7092093749999999,0.138,2.847573,3.4244099
0.632009375,0.392,1.5875157,1.9398143
0.1558,0.01,0.99962837,1.0000714
0.712515625,0.504,1.4606934,1.7254624
0.09795625,0.945,1.000104,1.0003153
0.1143687499999999,0.223,0.9999255,1.0000721
0.3194437499999999,0.983,0.99988246,0.9998894
0.4796781249999999,0.585,1.0115066,1.024287
0.890740625,0.713,1.3405994,1.5176628
0.6482281249999999,0.286,2.0574894,2.5477679
0.344828125,0.663,1.00002,0.9998123
0.94904375,0.381,2.4737115,2.8354683
0.10993125,0.32,1.0000277,1.0001967
0.8248624999999999,0.017,3.3173575,3.9457402
0.94948125,0.869,1.1973522,1.2962742
0.5467249999999999,0.948,0.999973,0.99952465
0.7048,0.6980000000000001,1.1041353,1.1888859
0.2224156249999999,0.005,1.0004115,1.009227
0.162146875,0.379,1.0000315,1.0001922
0.7978093749999999,0.771,1.1298745,1.2216862
0.2704812499999999,0.949,0.9999304,1.0000229
0.661921875,0.372,1.7505809,2.142273
0.8785593749999999,0.125,3.209731,3.6368847
0.884115625,0.499,1.8957634,2.2220643
0.3026531249999999,0.238,1.0090914,1.034493
0.15735,0.591,1.0000806,1.0002534
0.2380156249999999,0.281,0.99971545,0.99974823
0.8276968749999999,0.41,2.0738616,2.448452
0.1678843749999999,0.301,0.99996537,1.0001148
0.6796687499999999,0.9,1.0082862,1.0169226
0.666309375,0.251,2.2686276,2.787294
0.555746875,0.855,1.0006292,1.000924
0.0313656249999999,0.416,1.0000136,1.0001771
0.9491,0.969,1.1287806,1.1776924
0.1064812499999999,0.952,1.0000916,1.0003035
0.4690781249999999,0.25,1.5310397,2.043925
0.6698124999999999,0.427,1.5802491,1.9082575
0.9013375,0.717,1.3508335,1.5296777
0.74015,0.84,1.0400875,1.075566
0.2230593749999999,0.232,0.99967605,0.99975336
0.397565625,0.062,1.9758154,3.377823
0.1452,0.496,1.0000865,1.0002605
0.297875,0.627,1.0000193,0.99995947
0.7816187499999999,0.334,2.2511203,2.671955
0.3408124999999999,0.64,1.0000291,0.9998296
0.1023906249999999,0.09,0.9996861,0.9997186
0.1086249999999999,0.754,1.0001142,1.000304
0.85420625,0.612,1.4926018,1.7306134
0.3871156249999999,0.635,1.0001457,0.99988776
0.2964593749999999,0.951,0.9999116,0.9999576
0.1620562499999999,0.949,1.0000236,1.00022
0.3956531249999999,0.8280000000000001,0.99989945,0.9995687
0.4005812499999999,0.301,1.1319957,1.3273499
0.171225,0.344,0.9999959,1.0001471
0.228365625,0.282,0.99976355,0.9998148
0.8130156249999999,0.163,2.9859645,3.448541
0.4911281249999999,0.95,0.99978566,0.99922585
0.4738593749999999,0.28,1.4386898,1.8675334
0.315821875,0.39,1.0000552,1.0003431
0.589809375,0.364,1.5531005,1.9203103
0.1233156249999999,0.5650000000000001,1.0001099,1.0002893
0.8733312499999999,0.542,1.7309004,2.0277905
0.51624375,0.612,1.0182346,1.0376123
0.067865625,0.639,1.0001463,1.0003254
0.454821875,0.946,0.99978554,0.9993165
0.4801249999999999,0.791,1.0000577,0.99967456
0.7423375,0.417,1.818149,2.1827931
0.6534374999999999,0.933,1.0033684,1.0062103
0.8969531249999999,0.668,1.4444263,1.657279
0.36150625,0.029,1.8537335,3.6587927
0.6828218749999999,0.772,1.0386542,1.0765512
0.242359375,0.536,1.0000167,1.0000827
0.721671875,0.8320000000000001,1.0341797,1.0663635
0.3302843749999999,0.812,0.99994844,0.99985707
0.4372843749999999,0.381,1.0933614,1.213223
0.7785,0.095,3.1206558,3.6648872
0.91590625,0.11,3.2984629,3.7050235
0.5703937499999999,0.385,1.4247652,1.7390082
0.1181812499999999,0.368,1.0000608,1.0002338
0.1519499999999999,0.613,1.0000846,1.000261
0.2038374999999999,0.458,1.0000165,1.0001415
0.0061906249999999,0.528,1.0000632,1.0002283
0.2426593749999999,0.481,0.9999943,1.0000464
0.2285656249999999,0.248,0.99968284,0.9997439
0.4169812499999999,0.8290000000000001,0.99988544,0.9994738
0.08230625,0.872,1.000133,1.000335
0.7963812499999999,0.016,3.2760844,3.9457328
0.6008437499999999,0.803,1.0065701,1.0140228
0.03535625,0.923,1.0001905,1.0003952
0.2695531249999999,0.007,1.1669635,3.692891
0.588946875,0.935,1.0005217,1.0005437
0.941840625,0.943,1.1329079,1.1895745
0.4126062499999999,0.256,1.2766757,1.6505947
0.326034375,0.927,0.9998994,0.99987066
0.248778125,0.286,0.99967164,0.9996923
0.2744999999999999,0.016,1.2014376,3.4714699
0.584653125,0.71,1.0176182,1.0363387
0.6987187499999999,0.058,3.0489802,3.7574403
0.877690625,0.63,1.4960451,1.7296648
0.396353125,0.852,0.9998828,0.9995652
0.5345156249999999,0.199,2.0347838,2.7009552
0.113890625,0.096,0.99970937,0.99975944
0.2072468749999999,0.321,0.9998992,0.99999917
0.7149125,0.723,1.091835,1.1676154
0.7131093749999999,0.981,1.0084445,1.0128459
0.7074906249999999,0.392,1.8115058,2.1926732
0.5959843749999999,0.843,1.0032005,1.0067974
0.7468031249999999,0.915,1.0217825,1.0386633
0.1353937499999999,0.102,0.999732,0.99981654
0.8837562499999999,0.925,1.0933601,1.1402444
0.2477156249999999,0.627,1.0000236,1.0000982
0.8973125,0.6990000000000001,1.3790789,1.5692428
0.596575,0.007,2.8697937,3.96285
0.7616093749999999,0.861,1.0429012,1.0780498
0.264028125,0.6960000000000001,1.0000108,1.000065
0.8199843749999999,0.363,2.2360487,2.634528
0.952390625,0.884,1.1858636,1.2770488
0.737684375,0.431,1.7551682,2.1059918
0.939403125,0.8300000000000001,1.229652,1.3484902
0.9441625,0.857,1.2038708,1.3079586
0.6187062499999999,0.892,1.0024874,1.005102
0.2022499999999999,0.625,1.0000439,1.0001874
0.0558249999999999,0.886,1.0001655,1.0003672
0.2457687499999999,0.628,1.0000246,1.0001032
0.6072718749999999,0.25,2.0770788,2.622891
0.03181875,0.075,0.9996102,0.9995823
0.155821875,0.361,1.0000293,1.0001923
0.708228125,0.437,1.6536474,1.9885204
0.5844937499999999,0.526,1.1499841,1.2789502
0.623621875,0.97,1.001271,1.0017432
0.795934375,0.531,1.582504,1.8634031
0.6004375,0.173,2.3986523,3.0546098
0.8060218749999999,0.131,3.0725644,3.557886
0.0832218749999999,0.978,1.000121,1.0003377
0.512740625,0.855,0.99997604,0.9995607
0.1520812499999999,0.591,1.0000851,1.0002602
0.0695187499999999,0.56,1.0001305,1.0003058
0.020328125,0.935,1.0002096,1.0004154
0.0388062499999999,0.977,1.000185,1.0003995
0.6475593749999999,0.001,2.9998128,3.995764
0.92885,0.131,3.2667284,3.6538713
0.334725,0.152,1.2421013,1.8158774
0.9512,0.519,1.9860169,2.306546
0.2920843749999999,0.346,0.99975246,0.999892
0.614003125,0.55,1.1626153,1.2954884
0.6807218749999999,0.334,1.9586443,2.3950417
0.2011968749999999,0.052,0.9995641,1.000284
0.155765625,0.437,1.0000632,1.0002309
0.37029375,0.64,1.0000701,0.9998039
0.007815625,0.27,0.99980885,0.99993837
0.8510812499999999,0.949,1.062264,1.0917858
0.630540625,0.969,1.0015175,1.0021776
0.4819249999999999,0.685,1.002106,1.0038948
0.40280625,0.871,0.99986607,0.9995359
0.57179375,0.336,1.5935068,1.996331
0.48995625,0.6980000000000001,1.0021484,1.0039573
0.4089562499999999,0.723,1.0000151,0.9996375
0.0033687499999999,0.522,1.0000545,1.0002179
0.500778125,0.018,2.5521607,3.8742511
0.5207093749999999,0.27,1.6626955,2.1679654
0.7142031249999999,0.101,2.97687,3.5891247
0.4972124999999999,0.71,1.0021682,1.0039834
0.0276281249999999,0.01,0.9995546,0.99940914
0.29824375,0.61,1.0000207,0.9999537
0.268078125,0.883,0.99995345,1.0000383
0.288853125,0.706,1.0000038,0.9999985
0.6929656249999999,0.559,1.2873198,1.47952
0.930271875,0.304,2.7183344,3.0917878
0.4204124999999999,0.591,1.0013795,1.0023971
0.4874437499999999,0.863,0.9998631,0.99934196
0.54485,0.158,2.2641585,3.0076997
0.1666625,0.706,1.0000625,1.0002369
0.1790406249999999,0.786,1.0000386,1.0002123
0.1038531249999999,0.086,0.99967945,0.99970675
0.2185593749999999,0.528,1.0000272,1.0001385
0.550646875,0.427,1.2606314,1.4808967
0.605871875,0.353,1.6443483,2.039346
0.3193968749999999,0.8,0.99995923,0.99989784
0.279325,0.47,0.999965,0.99991333
0.7846656249999999,0.5650000000000001,1.4639707,1.7094597
0.8577499999999999,0.683,1.3416994,1.5257957
0.0115375,0.269,0.9998159,0.99994713
0.3399093749999999,0.841,0.9999291,0.99981976
0.7955656249999999,0.604,1.3925084,1.6091286
0.714859375,0.179,2.7096868,3.2480457
0.951646875,0.353,2.5824947,2.9460998
0.851428125,0.538,1.6920403,1.9861536
0.455253125,0.123,2.0319757,2.9941437
0.7802781249999999,0.895,1.0402238,1.0695654
0.647546875,0.306,1.9695873,2.437431
0.5391999999999999,0.121,2.4019792,3.2365644
0.4215187499999999,0.17,1.6456262,2.4121397
0.90308125,0.644,1.5127368,1.7456348
0.0032562499999999,0.191,0.9997134,0.9998012
0.6600468749999999,0.726,1.0474147,1.0929133
0.7758875,0.284,2.441044,2.8865151
0.4719374999999999,0.539,1.0202421,1.0439358
0.799325,0.388,2.0836232,2.4723651
0.4013624999999999,0.672,1.0001111,0.99980134
0.1779343749999999,0.797,1.0000377,1.0002129
0.2238687499999999,0.246,0.9997048,0.9997734
0.4305593749999999,0.34,1.1393616,1.3204069
0.7287968749999999,0.679,1.1518369,1.2645948
0.813521875,0.773,1.1447656,1.2431703
0.5980125,0.466,1.2854629,1.5024333
0.6397937499999999,0.468,1.3802705,1.6345237
0.88545,0.329,2.5283875,2.9175491
0.4511437499999999,0.02,2.343583,3.8372805
0.105203125,0.123,0.9997548,0.9998307
0.1929906249999999,0.8190000000000001,1.0000207,1.0001881
0.61681875,0.462,1.3393149,1.5807568
0.5461062499999999,0.126,2.4072828,3.2189221
0.8234499999999999,0.653,1.3404559,1.5308561
0.67484375,0.902,1.007406,1.0151234
0.2300999999999999,0.751,1.0000112,1.0001335
0.1791937499999999,0.427,1.0000324,1.0001839
0.763109375,0.185,2.8033857,3.2970173
0.64630625,0.622,1.1163362,1.2134819
0.7891031249999999,0.404,1.9947186,2.3738835
0.3321718749999999,0.853,0.9999281,0.99985015
0.3151593749999999,0.235,1.0268145,1.1012484
0.644390625,0.308,1.9507922,2.4164753
0.1353375,0.5680000000000001,1.0001004,1.0002782
0.1566125,0.767,1.0000627,1.0002455
0.6074499999999999,0.849,1.0038136,1.0082155
0.1460656249999999,0.022,0.9996203,0.999831
0.2052062499999999,0.8230000000000001,1.0000103,1.0001676
0.0115281249999999,0.616,1.0001285,1.0002991
0.7835343749999999,0.303,2.3830073,2.8174486
0.04205,0.681,1.0001609,1.0003389
0.0139406249999999,0.81,1.0002003,1.000387
0.527984375,0.9,0.99993193,0.9994767
0.451775,0.46,1.0421054,1.0941991
0.79060625,0.474,1.7477306,2.0750363
0.5086375,0.343,1.3587952,1.6804025
0.946209375,0.668,1.5393078,1.7703352
0.923721875,0.592,1.6951945,1.9707112
0.2335624999999999,0.482,1.000001,1.0000746
0.92855,0.209,3.043886,3.4179797
0.355471875,0.449,1.0012109,1.0023763
0.1529031249999999,0.15,0.99979985,0.9999262
0.874628125,0.873,1.116815,1.1854123
0.6831437499999999,0.949,1.0055435,1.0095553
0.6994906249999999,0.486,1.478981,1.7553809
0.176584375,0.894,1.0000196,1.000204
0.2452124999999999,0.855,0.999976,1.0000905
0.0469312499999999,0.87,1.0001764,1.0003749
0.8206468749999999,0.341,2.3251884,2.732422
0.6116437499999999,0.884,1.0023553,1.0048624
0.947159375,0.127,3.3005092,3.6765969
0.8911812499999999,0.986,1.0806955,1.1108496
0.0125968749999999,0.8200000000000001,1.0002034,1.0003912
0.1488656249999999,0.805,1.000064,1.0002522
0.94430625,0.782,1.3050932,1.4570365
0.355115625,0.5700000000000001,1.0001152,0.9999321
0.40695,0.793,0.9999221,0.9995325
0.949190625,0.87,1.1959931,1.2942102
0.3212781249999999,0.475,1.000016,0.99993515
0.93001875,0.918,1.1364074,1.2011666
0.0302906249999999,0.008,0.9995472,0.999398
0.2443218749999999,0.962,0.99994564,1.0000767
0.5224312499999999,0.226,1.8607951,2.4701576
0.7777749999999999,0.298,2.3883858,2.8271847
0.954521875,0.465,2.1802864,2.5220106
0.4119374999999999,0.909,0.9998365,0.9994999
0.92485,0.119,3.289923,3.6850731
0.1394,0.54,1.0000958,1.0002725
0.7590937499999999,0.955,1.0198537,1.0312077
0.3120374999999999,0.365,1.0000882,1.0006012
0.8644156249999999,0.404,2.1897612,2.5636227
0.14339375,0.772,1.0000747,1.0002623
0.4271187499999999,0.53,1.0062717,1.0145514
0.910296875,0.578,1.7064291,1.9878654
0.0528656249999999,0.463,1.00008,1.0002507
0.8265999999999999,0.266,2.6381774,3.0643551
0.03314375,0.638,1.0001489,1.0003232
0.5254218749999999,0.856,1.000073,0.9997492
0.5758343749999999,0.533,1.1272333,1.2404805
0.717090625,0.367,1.9356887,2.3415723
0.429528125,0.999,0.99978197,0.99945813
0.6432218749999999,0.836,1.0093882,1.0206808
0.703128125,0.12,2.8937848,3.4962702
0.649915625,0.119,2.7635448,3.4349337
0.008240625,0.6910000000000001,1.0001638,1.0003384
0.91874375,0.377,2.4213254,2.7919068
0.762059375,0.5,1.592832,1.8875401
0.504390625,0.298,1.4912208,1.9134167
0.0360625,0.751,1.0001771,1.0003603
0.0002187499999999,0.5700000000000001,1.0000874,1.0002532
0.3541531249999999,0.461,1.000803,1.0014337
0.7476124999999999,0.665,1.1959188,1.33154
0.829528125,0.974,1.0455587,1.0649395
0.7239687499999999,0.906,1.0166326,1.0313072
0.7353781249999999,0.213,2.6269984,3.128229
0.011678125,0.459,1.000015,1.0001771
0.0609124999999999,0.02,0.9995193,0.9993894
0.0365874999999999,0.769,1.0001793,1.0003648
0.3694375,0.612,1.0001116,0.99987626
0.4602749999999999,0.088,2.202303,3.2999837
0.0704249999999999,0.245,0.9999064,1.0000556
0.1960031249999999,0.495,1.0000367,1.0001761
0.93925,0.197,3.0987742,3.467054
0.6387093749999999,0.113,2.7537704,3.449859
0.27518125,0.56,1.0000151,1.0000026
0.1904187499999999,0.8260000000000001,1.0000212,1.0001909
0.71715,0.115,2.9415808,3.5331106
0.1453124999999999,0.839,1.0000622,1.000254
0.4073718749999999,0.217,1.3825555,1.9007809
0.92938125,0.38,2.4340372,2.801262
0.6941468749999999,0.919,1.0088582,1.0169429
0.0916749999999999,0.278,0.9999757,1.0001383
0.579384375,0.431,1.3230013,1.5710737
0.7200687499999999,0.429,1.7136337,2.0611558
0.6371437499999999,0.348,1.7646412,2.1793334
0.0318375,0.311,0.9999091,1.0000615
0.9546,0.756,1.3660021,1.5396082
0.55750625,0.228,1.9927276,2.5908947
0.4196281249999999,0.222,1.4204751,1.9485066
0.5312125,0.66,1.0122058,1.0245632
0.749915625,0.711,1.1399984,1.243537
0.7717687499999999,0.0,3.2418156,4.000037
0.6640999999999999,0.446,1.5048286,1.8058181
0.7491406249999999,0.068,3.128437,3.7457557
0.8920624999999999,0.848,1.1546104,1.2435795
0.170340625,0.545,1.000068,1.0002322
0.6156531249999999,0.739,1.0207253,1.0431311
0.2412374999999999,0.479,0.9999938,1.0000492
0.8451281249999999,0.375,2.2530785,2.6415722
0.1543375,0.381,1.000042,1.0002072
0.6850499999999999,0.989,1.0048602,1.0074335
0.2903125,0.004,1.354262,3.9068954
0.2265593749999999,0.175,0.999497,0.9996648
0.289684375,0.302,0.99971414,1.0002688
0.1786812499999999,0.306,0.99994904,1.0000893
0.0718656249999999,0.888,1.0001451,1.0003482
0.8420374999999999,0.647,1.3871315,1.5917435
0.43836875,0.096,2.064319,3.1726584
0.0452937499999999,0.6930000000000001,1.0001627,1.0003424
0.0168875,0.457,1.0000229,1.0001857
0.3639937499999999,0.654,1.0000424,0.99977887
0.0400562499999999,0.777,1.0001777,1.0003645
0.7831031249999999,0.748,1.1374497,1.2357173
0.659984375,0.743,1.0391583,1.0779445
0.420409375,0.542,1.0038693,1.0088471
0.7971499999999999,0.653,1.2942284,1.4701476
0.0493718749999999,0.029,0.9995414,0.99942684
0.1522312499999999,0.8180000000000001,1.0000582,1.0002466
0.4049593749999999,0.39,1.0396271,1.0958499
0.958334375,0.666,1.5680625,1.8043499
0.7549343749999999,0.15,2.9102623,3.430859
0.2305531249999999,0.558,1.0000261,1.0001211
0.3246187499999999,0.562,1.000034,0.999879
0.751396875,0.043,3.175906,3.8400779
0.3381968749999999,0.289,1.0264452,1.0800272
0.4788406249999999,0.027,2.4538696,3.7989593
0.3803968749999999,0.009,1.9926838,3.9056842
0.8224124999999999,0.208,2.8486953,3.2899783
0.6986968749999999,0.962,1.0069404,1.0112691
0.16296875,0.901,1.0000322,1.0002227
0.7509343749999999,0.521,1.5049877,1.7742732
0.578703125,0.243,2.0052176,2.5707471
0.2164499999999999,0.9,0.9999836,1.0001377
0.5819312499999999,0.725,1.013555,1.0280077
0.3714249999999999,0.493,1.0011163,1.0019665
0.6656343749999999,0.465,1.4532493,1.7316525
0.59151875,0.293,1.8331755,2.3174946
0.040090625,0.8300000000000001,1.0001819,1.0003743
0.722096875,0.299,2.2298532,2.6882691
0.944096875,0.347,2.588734,2.9552612
0.3097031249999999,0.392,0.9999379,1.0000744
0.5526312499999999,0.084,2.5873487,3.4937806
0.0589781249999999,0.135,0.99972063,0.9997922
0.948621875,0.75,1.3673469,1.5426773
0.5965906249999999,0.137,2.5376766,3.253789
0.034296875,0.893,1.000191,1.0003914
0.1233812499999999,0.056,0.99964005,0.9996635
0.350734375,0.556,1.0001125,0.99994767
0.6093593749999999,0.717,1.0248346,1.0510217
0.53974375,0.364,1.394666,1.7136638
0.415165625,0.014,2.176938,3.871363
0.7758593749999999,0.26,2.5392854,2.994167
0.2046593749999999,0.956,0.99997973,1.0001512
0.261753125,0.716,1.0000072,1.0000706
0.3671343749999999,0.804,0.9999327,0.9997021
0.599084375,0.038,2.8450482,3.7980704
0.8463499999999999,0.491,1.8307228,2.1570075
0.29295,0.243,1.0019257,1.0088078
0.17790625,0.341,0.9999823,1.0001262
0.2136999999999999,0.507,1.0000253,1.0001413
0.133409375,0.616,1.0001012,1.0002819
0.4333031249999999,0.309,1.209374,1.4716736
0.4839906249999999,0.843,0.9998942,0.9993956
0.3990781249999999,0.583,1.0006468,1.0007709
0.7981656249999999,0.739,1.1650945,1.2772568
0.4854718749999999,0.325,1.3357965,1.6632195
0.855384375,0.8,1.1629415,1.2646574
0.800896875,0.164,2.958766,3.43085
0.2810062499999999,0.477,0.99997115,0.99991673
0.50438125,0.146,2.1532583,2.9744983
0.109746875,0.709,1.0001166,1.0003042
0.4817218749999999,0.942,0.9997844,0.9992367
0.8786718749999999,0.854,1.135567,1.2158594
0.558309375,0.727,1.0080965,1.016147
0.592334375,0.309,1.7696822,2.2286031
0.579815625,0.884,1.0008401,1.0013916
0.7740437499999999,0.249,2.579373,3.039386
0.022275,0.901,1.0002052,1.0004064
0.69170625,0.904,1.0098646,1.0196905
0.6063062499999999,0.6980000000000001,1.0301371,1.0612061
0.534109375,0.937,0.99990845,0.99941283
0.3535374999999999,0.17,1.2838975,1.8466189
0.4861187499999999,0.993,0.999765,0.9992406
0.0196187499999999,0.81,1.0001965,1.0003843
0.3701,0.469,1.0018795,1.0038552
