t,x,ts
0.93116397,0.02,0.0
0.9411765,0.02,0.0
0.951189,0.02,0.0
0.96120155,0.02,0.0
0.97121406,0.02,0.0
0.98122656,0.02,0.0
0.9912391,0.02,0.0
1.0012516,0.02,0.0
1.0112641,0.02,0.0
1.0212766,0.02,0.0
1.0312891,0.02,0.0
1.0413016,0.02,0.0
1.0513141,0.02,0.0
1.0613266,0.02,0.0
1.0713391,0.02,0.0
1.0813516,0.02,0.0
1.0913641,0.02,0.0
1.1013767,0.02,0.0
1.1113892,0.02,0.0
1.1214018,0.02,0.0
1.1314143,0.02,0.0
1.1414268,0.02,0.0
1.1514393,0.02,0.0
1.1614518,0.02,0.0
1.1714643,0.02,0.0
1.1814768,0.02,0.0
1.1914895,0.02,0.0
1.2015018,0.02,0.0
1.2115144,0.02,0.0
1.2215269,0.02,0.0
1.2315394,0.02,0.0
1.2415519,0.02,0.0
1.2515644,0.02,0.0
1.2615769,0.02,0.0
1.2715895,0.02,0.0
1.281602,0.02,0.0
1.2916145,0.02,0.0
1.301627,0.02,0.0
1.3116395,0.02,0.0
1.321652,0.02,0.0
1.3316646,0.02,0.0
1.3416771,0.02,0.0
1.3516896,0.02,0.0
1.3617022,0.02,0.0
1.3717147,0.02,0.0
1.3817272,0.02,0.0
1.3917397,0.02,0.0
1.4017522,0.02,0.0
1.4117647,0.02,0.0
1.4217772,0.02,0.0
1.4317899,0.02,0.0
1.4418023,0.02,0.0
1.4518148,0.02,0.0
1.4618273,0.02,0.0
1.4718398,0.02,0.0
1.4818523,0.02,0.0
1.4918648,0.02,0.0
1.5018773,0.02,0.0
1.5118899,0.02,0.0
1.5219024,0.02,0.0
1.531915,0.02,0.0
1.5419275,0.02,0.0
1.55194,0.02,0.0
1.5619525,0.02,0.0
1.571965,0.02,0.0
1.5819775,0.02,0.0
1.59199,0.02,0.0
1.6020025,0.02,0.0
1.612015,0.02,0.0
1.6220275,0.02,0.0
1.63204,0.02,0.0
1.6420525,0.02,0.0
1.652065,0.02,0.0
1.6620775,0.02,0.0
1.67209,0.02,0.0
1.6821027,0.02,0.0
1.6921152,0.02,0.0
1.7021277,0.02,0.0
1.7121402,0.02,0.0
1.7221527,0.02,0.0
1.7321652,0.02,0.0
1.7421777,0.02,0.0
1.7521904,0.02,0.0
1.7622027,0.02,0.0
1.7722152,0.02,0.0
1.7822278,0.02,0.0
1.7922403,0.02,0.0
1.8022528,0.02,0.0
1.8122653,0.02,0.0
1.8222778,0.02,0.0
1.8322904,0.02,0.0
1.8423029,0.02,0.0
1.8523154,0.02,0.0
1.8623279,0.02,0.0
1.8723404,0.02,0.0
1.882353,0.02,0.0
1.8923655,0.02,0.0
1.902378,0.02,0.0
1.9123905,0.02,0.0
1.9224031,0.02,0.0
1.9324156,0.02,0.0
1.9424281,0.02,0.0
1.9524406,0.02,0.0
1.9624531,0.02,0.0
1.9724656,0.02,0.0
1.9824781,0.02,0.0
1.9924908,0.02,0.0
2.0025032,0.02,0.0
2.0125158,0.02,0.0
2.0225282,0.02,0.0
2.0325408,0.02,0.0
2.0425532,0.02,0.0
2.0525658,0.02,0.0
2.0625782,0.02,0.0
2.0725908,0.02,0.0
2.0826032,0.02,0.0
2.0926158,0.02,0.0
2.1026282,0.02,0.0
2.1126409,0.02,0.0
2.1226532,0.02,0.0
2.1326659,0.02,0.0
2.1426783,0.02,0.0
2.152691,0.02,0.0
2.1627035,0.02,0.0
2.1727161,0.02,0.0
2.1827285,0.02,0.0
2.1927412,0.02,0.0
2.2027535,0.02,0.0
2.2127662,0.02,0.0
2.2227786,0.02,0.0
2.2327912,0.02,0.0
2.2428036,0.02,0.0
2.2528162,0.02,0.0
2.2628286,0.02,0.0
2.2728412,0.02,0.0
2.2828536,0.02,0.0
2.2928662,0.02,0.0
2.3028786,0.02,0.0
2.3128912,0.02,0.0
2.3229036,0.02,0.0
2.3329163,0.02,0.0
2.3429286,0.02,0.0
2.3529413,0.02,0.0
2.3629537,0.02,0.0
2.3729663,0.02,0.0
2.3829787,0.02,0.0
2.3929913,0.02,0.0
2.4030037,0.02,0.0
2.4130163,0.02,0.0
2.4230287,0.02,0.0
2.4330413,0.02,0.0
2.4430537,0.02,0.0
2.4530663,0.02,0.0
2.4630787,0.02,0.0
2.4730914,0.02,0.0
2.483104,0.02,0.0
2.4931166,0.02,0.0
2.503129,0.02,0.0
2.5131416,0.02,0.0
2.523154,0.02,0.0
2.5331666,0.02,0.0
2.543179,0.02,0.0
2.5531917,0.02,0.0
2.563204,0.02,0.0
2.5732167,0.02,0.0
2.583229,0.02,0.0
2.5932417,0.02,0.0
2.603254,0.02,0.0
2.6132667,0.02,0.0
2.623279,0.02,0.0
2.6332917,0.02,0.0
2.643304,0.02,0.0
2.6533167,0.02,0.0
2.6633291,0.02,0.0
2.6733418,0.02,0.0
2.6833541,0.02,0.0
2.6933668,0.02,0.0
2.7033792,0.02,0.0
2.7133918,0.02,0.0
2.7234044,0.02,0.0
2.733417,0.02,0.0
2.7434294,0.02,0.0
2.753442,0.02,0.0
2.7634544,0.02,0.0
2.773467,0.02,0.0
2.7834795,0.02,0.0
2.793492,0.02,0.0
2.8035045,0.02,0.0
2.813517,0.02,0.0
2.8235295,0.02,0.0
2.833542,0.02,0.0
2.8435545,0.02,0.0
2.8535671,0.02,0.0
2.8635795,0.02,0.0
2.8735921,0.02,0.0
2.8836045,0.02,0.0
2.8936172,0.02,0.0
2.9036295,0.02,0.0
2.9136422,0.02,0.0
2.9236546,0.02,0.0
2.9336672,0.02,0.0
2.9436796,0.02,0.0
2.9536922,0.02,0.0
2.9637046,0.02,0.0
2.9737172,0.02,0.0
2.9837296,0.02,0.0
2.9937422,0.02,0.0
3.0037546,0.02,0.0
3.0137672,0.02,0.0
3.0237796,0.02,0.0
3.0337923,0.02,0.0
3.043805,0.02,0.0
3.0538175,0.02,0.0
3.06383,0.02,0.0
3.0738425,0.02,0.0
3.083855,0.02,0.0
3.0938675,0.02,0.0
3.10388,0.02,0.0
3.1138926,0.02,0.0
3.123905,0.02,0.0
3.1339176,0.02,0.0
3.14393,0.02,0.0
3.1539426,0.02,0.0
3.163955,0.02,0.0
3.1739676,0.02,0.0
3.18398,0.02,0.0
3.1939926,0.02,0.0
3.204005,0.02,0.0
3.2140176,0.02,0.0
3.22403,0.02,0.0
3.2340426,0.02,0.0
3.244055,0.02,0.0
3.2540677,0.02,0.0
3.26408,0.02,0.0
3.2740927,0.02,0.0
3.2841053,0.02,0.0
3.294118,0.02,0.0
3.3041303,0.02,0.0
3.314143,0.02,0.0
3.3241553,0.02,0.0
3.334168,0.02,0.0
3.3441803,0.02,0.0
3.354193,0.02,0.0
3.3642054,0.02,0.0
3.374218,0.02,0.0
3.3842304,0.02,0.0
3.394243,0.02,0.0
3.4042554,0.02,0.0
3.414268,0.02,0.0
3.4242804,0.02,0.0
3.434293,0.02,0.0
3.4443054,0.02,0.0
3.454318,0.02,0.0
3.4643304,0.02,0.0
3.474343,0.02,0.0
3.4843554,0.02,0.0
3.494368,0.02,0.0
3.5043805,0.02,0.0
3.514393,0.02,0.0
3.5244055,0.02,0.0
3.534418,0.02,0.0
3.5444305,0.02,0.0
3.5544431,0.02,0.0
3.5644555,0.02,0.0
3.5744681,0.02,0.0
3.5844805,0.02,0.0
3.5944932,0.02,0.0
3.6045058,0.02,0.0
3.6145184,0.02,0.0
3.6245308,0.02,0.0
3.6345434,0.02,0.0
3.6445558,0.02,0.0
3.6545684,0.02,0.0
3.6645808,0.02,0.0
3.6745934,0.02,0.0
3.6846058,0.02,0.0
3.6946185,0.02,0.0
3.7046309,0.02,0.0
3.7146435,0.02,0.0
3.7246559,0.02,0.0
3.7346685,0.02,0.0
3.744681,0.02,0.0
3.7546935,0.02,0.0
3.764706,0.02,0.0
3.7747185,0.02,0.0
3.784731,0.02,0.0
3.7947435,0.02,0.0
3.804756,0.02,0.0
3.8147686,0.02,0.0
3.824781,0.02,0.0
3.8347936,0.02,0.0
3.8448062,0.02,0.0
3.8548188,0.02,0.0
3.8648312,0.02,0.0
3.8748438,0.02,0.0
3.8848562,0.02,0.0
3.8948689,0.02,0.0
3.9048812,0.02,0.0
3.9148939,0.02,0.0
3.9249063,0.02,0.0
3.9349189,0.02,0.0
3.9449313,0.02,0.0
3.954944,0.02,0.0
3.9649563,0.02,0.0
3.974969,0.02,0.0
3.9849813,0.02,0.0
3.994994,0.02,0.0
4.005006,0.02,0.0
4.0150185,0.02,0.0
4.025031,0.02,0.0
4.0350432,0.02,0.0
4.045056,0.02,0.0
4.0550685,0.02,0.0
4.065081,0.02,0.0
4.0750933,0.02,0.0
4.0851064,0.02,0.0
4.095119,0.02,0.0
4.1051316,0.02,0.0
4.115144,0.02,0.0
4.1251564,0.02,0.0
4.135169,0.02,0.0
4.1451817,0.02,0.0
4.155194,0.02,0.0
4.1652064,0.02,0.0
4.175219,0.02,0.0
4.1852317,0.02,0.0
4.195244,0.02,0.0
4.2052565,0.02,0.0
4.215269,0.02,0.0
4.2252817,0.02,0.0
4.235294,0.02,0.0
4.2453065,0.02,0.0
4.255319,0.02,0.0
4.2653317,0.02,0.0
4.275344,0.02,0.0
4.2853565,0.02,0.0
4.295369,0.02,0.0
4.305382,0.02,0.0
4.315394,0.02,0.0
4.325407,0.02,0.0
4.3354197,0.02,0.0
4.3454323,0.02,0.0
4.3554444,0.02,0.0
4.365457,0.02,0.0
4.3754697,0.02,0.0
4.3854823,0.02,0.0
4.3954945,0.02,0.0
4.405507,0.02,0.0
4.4155197,0.02,0.0
4.4255323,0.02,0.0
4.4355445,0.02,0.0
4.445557,0.02,0.0
4.4555697,0.02,0.0
4.4655824,0.02,0.0
4.4755945,0.02,0.0
4.485607,0.02,0.0
4.49562,0.02,0.0
4.5056324,0.02,0.0
4.5156446,0.02,0.0
4.525657,0.02,0.0
4.53567,0.02,0.0
4.5456824,0.02,0.0
4.5556946,0.02,0.0
4.565707,0.02,0.0
4.57572,0.02,0.0
4.5857325,0.02,0.0
4.5957446,0.02,0.0
4.605757,0.02,0.0
4.61577,0.02,0.0
4.6257825,0.02,0.0
4.6357946,0.02,0.0
4.6458073,0.02,0.0
4.65582,0.02,0.0
4.6658325,0.02,0.0
4.6758447,0.02,0.0
4.6858573,0.02,0.0
4.69587,0.02,0.0
4.7058825,0.02,0.0
4.7158947,0.02,0.0
4.7259073,0.02,0.0
4.73592,0.02,0.0
4.7459326,0.02,0.0
4.7559447,0.02,0.0
4.7659574,0.02,0.0
4.77597,0.02,0.0
4.7859826,0.02,0.0
4.7959948,0.02,0.0
4.8060074,0.02,0.0
4.81602,0.02,0.0
4.8260326,0.02,0.0
4.836045,0.02,0.0
4.8460574,0.02,0.0
4.85607,0.02,0.0
4.8660827,0.02,0.0
4.876095,0.02,0.0
4.8861074,0.02,0.0
4.89612,0.02,0.0
4.9061327,0.02,0.0
4.916145,0.02,0.0
4.9261575,0.02,0.0
4.93617,0.02,0.0
4.9461827,0.02,0.0
4.956195,0.02,0.0
4.9662075,0.02,0.0
4.97622,0.02,0.0
4.9862328,0.02,0.0
4.996245,0.02,0.0
5.0062575,0.02,0.0
5.01627,0.02,0.0
5.026283,0.02,0.0
5.036295,0.02,0.0
5.0463076,0.02,0.0
5.05632,0.02,0.0
5.066333,0.02,0.0
5.076345,0.02,0.0
5.0863576,0.02,0.0
5.09637,0.02,0.0
5.106383,0.02,0.0
5.116395,0.02,0.0
5.1264076,0.02,0.0
5.1364202,0.02,0.0
5.146433,0.02,0.0
5.156445,0.02,0.0
5.1664577,0.02,0.0
5.1764703,0.02,0.0
5.186483,0.02,0.0
5.196495,0.02,0.0
5.206508,0.02,0.0
5.216521,0.02,0.0
5.2265334,0.02,0.0
5.2365456,0.02,0.0
5.246558,0.02,0.0
5.256571,0.02,0.0
5.2665834,0.02,0.0
5.2765956,0.02,0.0
5.286608,0.02,0.0
5.296621,0.02,0.0
5.3066335,0.02,0.0
5.3166456,0.02,0.0
5.3266582,0.02,0.0
5.336671,0.02,0.0
5.3466835,0.02,0.0
5.3566957,0.02,0.0
5.3667083,0.02,0.0
5.376721,0.02,0.0
5.3867335,0.02,0.0
5.3967457,0.02,0.0
5.4067583,0.02,0.0
5.416771,0.02,0.0
5.4267836,0.02,0.0
5.4367957,0.02,0.0
5.446809,0.02,0.0
5.4568214,0.02,0.0
5.466834,0.02,0.0
5.476846,0.02,0.0
5.486859,0.02,0.0
5.4968715,0.02,0.0
5.506884,0.02,0.0
5.5168962,0.02,0.0
5.526909,0.02,0.0
5.5369215,0.02,0.0
5.546934,0.02,0.0
5.5569463,0.02,0.0
5.566959,0.02,0.0
5.5769715,0.02,0.0
5.586984,0.02,0.0
5.5969963,0.02,0.0
5.607009,0.02,0.0
5.6170216,0.02,0.0
5.627034,0.02,0.0
5.6370463,0.02,0.0
5.647059,0.02,0.0
5.6570716,0.02,0.0
5.667084,0.02,0.0
5.6770964,0.02,0.0
5.687109,0.02,0.0
5.6971216,0.02,0.0
5.7071342,0.02,0.0
5.7171464,0.02,0.0
5.727159,0.02,0.0
5.7371716,0.02,0.0
5.7471843,0.02,0.0
5.7571964,0.02,0.0
5.767209,0.02,0.0
5.7772217,0.02,0.0
5.7872343,0.02,0.0
5.7972465,0.02,0.0
5.807259,0.02,0.0
5.8172717,0.02,0.0
5.8272843,0.02,0.0
5.8372965,0.02,0.0
5.847309,0.02,0.0
5.8573217,0.02,0.0
5.8673344,0.02,0.0
5.8773465,0.02,0.0
5.887359,0.02,0.0
5.897372,0.02,0.0
5.9073844,0.02,0.0
5.9173965,0.02,0.0
5.927409,0.02,0.0
5.937422,0.02,0.0
5.9474344,0.02,0.0
5.9574466,0.02,0.0
5.967459,0.02,0.0
5.977472,0.02,0.0
5.9874845,0.02,0.0
5.9974966,0.02,0.0
6.007509,0.02,0.0
6.017522,0.02,0.0
6.0275345,0.02,0.0
6.0375466,0.02,0.0
6.0475593,0.02,0.0
6.057572,0.02,0.0
6.0675845,0.02,0.0
6.0775967,0.02,0.0
6.0876093,0.02,0.0
6.097622,0.02,0.0
6.1076345,0.02,0.0
6.1176467,0.02,0.0
6.1276593,0.02,0.0
6.137672,0.02,0.0
6.1476846,0.02,0.0
6.1576967,0.02,0.0
6.1677094,0.02,0.0
6.177722,0.02,0.0
6.1877346,0.02,0.0
6.1977468,0.02,0.0
6.2077594,0.02,0.0
6.217772,0.02,0.0
6.2277846,0.02,0.0
6.237797,0.02,0.0
6.24781,0.02,0.0
6.2578225,0.02,0.0
6.267835,0.02,0.0
6.2778473,0.02,0.0
6.28786,0.02,0.0
6.2978725,0.02,0.0
6.307885,0.02,0.0
6.3178973,0.02,0.0
6.32791,0.02,0.0
6.3379226,0.02,0.0
6.347935,0.02,0.0
6.3579473,0.02,0.0
6.36796,0.02,0.0
6.3779726,0.02,0.0
6.387985,0.02,0.0
6.3979974,0.02,0.0
6.40801,0.02,0.0
6.4180226,0.02,0.0
6.4280353,0.02,0.0
6.4380474,0.02,0.0
6.44806,0.02,0.0
6.4580727,0.02,0.0
6.4680853,0.02,0.0
6.4780974,0.02,0.0
6.48811,0.02,0.0
6.4981227,0.02,0.0
6.5081353,0.02,0.0
6.5181475,0.02,0.0
6.52816,0.02,0.0
6.5381727,0.02,0.0
6.5481853,0.02,0.0
6.5581975,0.02,0.0
6.56821,0.02,0.0
6.5782228,0.02,0.0
6.5882354,0.02,0.0
6.5982475,0.02,0.0
6.60826,0.02,0.0
6.618273,0.02,0.0
6.6282854,0.02,0.0
6.6382976,0.02,0.0
6.6483107,0.02,0.0
6.6583233,0.02,0.0
6.668336,0.02,0.0
6.678348,0.02,0.0
6.6883607,0.02,0.0
6.6983733,0.02,0.0
6.708386,0.02,0.0
6.718398,0.02,0.0
6.7284107,0.02,0.0
6.7384233,0.02,0.0
6.748436,0.02,0.0
6.758448,0.02,0.0
6.7684608,0.02,0.0
6.7784734,0.02,0.0
6.788486,0.02,0.0
6.798498,0.02,0.0
6.808511,0.02,0.0
6.8185234,0.02,0.0
6.828536,0.02,0.0
6.838548,0.02,0.0
6.848561,0.02,0.0
6.8585734,0.02,0.0
6.868586,0.02,0.0
6.878598,0.02,0.0
6.888611,0.02,0.0
6.8986235,0.02,0.0
6.908636,0.02,0.0
6.9186482,0.02,0.0
6.928661,0.02,0.0
6.9386735,0.02,0.0
6.948686,0.02,0.0
6.9586983,0.02,0.0
6.968711,0.02,0.0
6.9787235,0.02,0.0
6.988736,0.02,0.0
6.9987483,0.02,0.0
7.008761,0.02,0.0
7.0187736,0.02,0.0
7.028786,0.02,0.0
7.0387983,0.02,0.0
7.048811,0.02,0.0
7.0588236,0.02,0.0
7.068836,0.02,0.0
7.0788484,0.02,0.0
7.088861,0.02,0.0
7.0988736,0.02,0.0
7.1088862,0.02,0.0
7.1188984,0.02,0.0
7.128911,0.02,0.0
7.1389236,0.02,0.0
7.1489363,0.02,0.0
7.1589484,0.02,0.0
7.168961,0.02,0.0
7.1789737,0.02,0.0
7.1889863,0.02,0.0
7.1989985,0.02,0.0
7.209011,0.02,0.0
7.2190237,0.02,0.0
7.2290363,0.02,0.0
7.2390485,0.02,0.0
7.249061,0.02,0.0
7.2590737,0.02,0.0
7.2690864,0.02,0.0
7.2790985,0.02,0.0
7.289111,0.02,0.0
7.299124,0.02,0.0
7.3091364,0.02,0.0
7.3191485,0.02,0.0
7.329161,0.02,0.0
7.339174,0.02,0.0
7.3491864,0.02,0.0
7.3591986,0.02,0.0
7.3692117,0.02,0.0
7.3792243,0.02,0.0
7.389237,0.02,0.0
7.399249,0.02,0.0
7.4092617,0.02,0.0
7.4192743,0.02,0.0
7.429287,0.02,0.0
7.439299,0.02,0.0
7.4493117,0.02,0.0
7.4593244,0.02,0.0
7.469337,0.02,0.0
7.479349,0.02,0.0
7.489362,0.02,0.0
7.4993744,0.02,0.0
7.509387,0.02,0.0
7.519399,0.02,0.0
7.529412,0.02,0.0
7.5394244,0.02,0.0
7.549437,0.02,0.0
7.559449,0.02,0.0
7.569462,0.02,0.0
7.5794744,0.02,0.0
7.589487,0.02,0.0
7.599499,0.02,0.0
7.609512,0.02,0.0
7.6195245,0.02,0.0
7.629537,0.02,0.0
7.6395493,0.02,0.0
7.649562,0.02,0.0
7.6595745,0.02,0.0
7.669587,0.02,0.0
7.6795993,0.02,0.0
7.689612,0.02,0.0
7.6996245,0.02,0.0
7.709637,0.02,0.0
7.7196493,0.02,0.0
7.729662,0.02,0.0
7.7396746,0.02,0.0
7.749687,0.02,0.0
7.7596993,0.02,0.0
7.769712,0.02,0.0
7.7797246,0.02,0.0
7.789737,0.02,0.0
7.7997494,0.02,0.0
7.809762,0.02,0.0
7.8197746,0.02,0.0
7.8297873,0.02,0.0
7.8397994,0.02,0.0
7.8498125,0.02,0.0
7.859825,0.02,0.0
7.8698378,0.02,0.0
7.87985,0.02,0.0
7.8898625,0.02,0.0
7.899875,0.02,0.0
7.909888,0.02,0.0
7.9199,0.02,0.0
7.9299126,0.02,0.0
7.939925,0.02,0.0
7.949938,0.02,0.0
7.95995,0.02,0.0
7.9699626,0.02,0.0
7.979975,0.02,0.0
7.989988,0.02,0.0
8.0,0.02,0.0
0.0,0.04,0.0
0.010012516,0.04,0.0
0.020025032,0.04,0.0
0.030037548,0.04,0.0
0.040050063,0.04,0.0
0.05006258,0.04,0.0
0.060075097,0.04,0.0
0.07008761,0.04,0.0
0.08010013,0.04,0.0
0.09011264,0.04,0.0
0.10012516,0.04,0.0
0.11013767,0.04,0.0
0.12015019,0.04,0.0
0.1301627,0.04,0.0
0.14017522,0.04,0.0
0.15018773,0.04,0.0
0.16020025,0.04,0.0
0.17021278,0.04,0.0
0.18022528,0.04,0.0
0.1902378,0.04,0.0
0.20025031,0.04,0.0
0.21026284,0.04,0.0
0.22027534,0.04,0.0
0.23028786,0.04,0.0
0.24030039,0.04,0.0
0.2503129,0.04,0.0
0.26032543,0.04,0.0
0.27033794,0.04,0.0
0.28035045,0.04,0.0
0.29036295,0.04,0.0
0.3003755,0.04,0.0
0.310388,0.04,0.0
0.3204005,0.04,0.0
0.330413,0.04,0.0
0.34042555,0.04,0.0
0.35043806,0.04,0.0
0.36045057,0.04,0.0
0.37046307,0.04,0.0
0.3804756,0.04,0.0
0.39048812,0.04,0.0
0.40050063,0.04,0.0
0.41051313,0.04,0.0
0.42052567,0.04,0.0
0.43053818,0.04,0.0
0.44055068,0.04,0.0
0.4505632,0.04,0.0
0.46057573,0.04,0.0
0.47058824,0.04,0.0
0.48060077,0.04,0.0
0.49061328,0.04,0.0
0.5006258,0.04,0.0
0.5106383,0.04,0.0
0.52065086,0.04,0.0
0.5306634,0.04,0.0
0.5406759,0.04,0.0
0.5506884,0.04,0.0
0.5607009,0.04,0.0
0.5707134,0.04,0.0
0.5807259,0.04,0.0
0.5907384,0.04,0.0
0.600751,0.04,0.0
0.6107635,0.04,0.0
0.620776,0.04,0.0
0.6307885,0.04,0.0
0.640801,0.04,0.0
0.6508135,0.04,0.0
0.660826,0.04,0.0
0.67083853,0.04,0.0
0.6808511,0.04,0.0
0.6908636,0.04,0.0
0.7008761,0.04,0.0
0.7108886,0.04,0.0
0.72090113,0.04,0.0
0.73091364,0.04,0.0
0.74092615,0.04,0.0
0.75093865,0.04,0.0
0.7609512,0.04,0.0
0.7709637,0.04,0.0
0.78097624,0.04,0.0
0.79098874,0.04,0.0
0.80100125,0.04,0.0
0.81101376,0.04,0.0
0.82102627,0.04,0.0
0.8310388,0.04,0.0
0.84105134,0.04,0.0
0.85106385,0.04,0.0
0.86107635,0.04,0.0
0.87108886,0.04,0.0
0.88110137,0.04,0.0
0.8911139,0.04,0.0
0.9011264,0.04,0.0
0.9111389,0.04,0.0
0.92115146,0.04,0.0
0.93116397,0.04,0.0
0.9411765,0.04,0.0
0.951189,0.04,0.0
0.96120155,0.04,0.0
0.97121406,0.04,0.0
0.98122656,0.04,0.0
0.9912391,0.04,0.0
1.0012516,0.04,0.0
1.0112641,0.04,0.0
1.0212766,0.04,0.0
1.0312891,0.04,0.0
1.0413016,0.04,0.0
1.0513141,0.04,0.0
1.0613266,0.04,0.0
1.0713391,0.04,0.0
1.0813516,0.04,0.0
1.0913641,0.04,0.0
1.1013767,0.04,0.0
1.1113892,0.04,0.0
1.1214018,0.04,0.0
1.1314143,0.04,0.0
1.1414268,0.04,0.0
1.1514393,0.04,0.0
1.1614518,0.04,0.0
1.1714643,0.04,0.0
1.1814768,0.04,0.0
1.1914895,0.04,0.0
1.2015018,0.04,0.0
1.2115144,0.04,0.0
1.2215269,0.04,0.0
1.2315394,0.04,0.0
1.2415519,0.04,0.0
1.2515644,0.04,0.0
1.2615769,0.04,0.0
1.2715895,0.04,0.0
1.281602,0.04,0.0
1.2916145,0.04,0.0
1.301627,0.04,0.0
1.3116395,0.04,0.0
1.321652,0.04,0.0
1.3316646,0.04,0.0
1.3416771,0.04,0.0
1.3516896,0.04,0.0
1.3617022,0.04,0.0
1.3717147,0.04,0.0
1.3817272,0.04,0.0
1.3917397,0.04,0.0
1.4017522,0.04,0.0
1.4117647,0.04,0.0
1.4217772,0.04,0.0
1.4317899,0.04,0.0
1.4418023,0.04,0.0
1.4518148,0.04,0.0
1.4618273,0.04,0.0
1.4718398,0.04,0.0
1.4818523,0.04,0.0
1.4918648,0.04,0.0
1.5018773,0.04,0.0
1.5118899,0.04,0.0
1.5219024,0.04,0.0
1.531915,0.04,0.0
1.5419275,0.04,0.0
1.55194,0.04,0.0
1.5619525,0.04,0.0
1.571965,0.04,0.0
1.5819775,0.04,0.0
1.59199,0.04,0.0
1.6020025,0.04,0.0
1.612015,0.04,0.0
1.6220275,0.04,0.0
1.63204,0.04,0.0
1.6420525,0.04,0.0
1.652065,0.04,0.0
1.6620775,0.04,0.0
1.67209,0.04,0.0
1.6821027,0.04,0.0
1.6921152,0.04,0.0
1.7021277,0.04,0.0
1.7121402,0.04,0.0
1.7221527,0.04,0.0
1.7321652,0.04,0.0
1.7421777,0.04,0.0
1.7521904,0.04,0.0
1.7622027,0.04,0.0
1.7722152,0.04,0.0
1.7822278,0.04,0.0
1.7922403,0.04,0.0
1.8022528,0.04,0.0
1.8122653,0.04,0.0
1.8222778,0.04,0.0
1.8322904,0.04,0.0
1.8423029,0.04,0.0
1.8523154,0.04,0.0
1.8623279,0.04,0.0
1.8723404,0.04,0.0
1.882353,0.04,0.0
1.8923655,0.04,0.0
1.902378,0.04,0.0
1.9123905,0.04,0.0
1.9224031,0.04,0.0
1.9324156,0.04,0.0
1.9424281,0.04,0.0
1.9524406,0.04,0.0
1.9624531,0.04,0.0
1.9724656,0.04,0.0
1.9824781,0.04,0.0
1.9924908,0.04,0.0
2.0025032,0.04,0.0
2.0125158,0.04,0.0
2.0225282,0.04,0.0
2.0325408,0.04,0.0
2.0425532,0.04,0.0
2.0525658,0.04,0.0
2.0625782,0.04,0.0
2.0725908,0.04,0.0
2.0826032,0.04,0.0
2.0926158,0.04,0.0
2.1026282,0.04,0.0
2.1126409,0.04,0.0
2.1226532,0.04,0.0
2.1326659,0.04,0.0
2.1426783,0.04,0.0
2.152691,0.04,0.0
2.1627035,0.04,0.0
2.1727161,0.04,0.0
